../bba/1m_1x_2m.pbn

                        -- Sorted by Board Number --
brd# dlr contract score  par     north            east             south            west             | auction...   | notes
---- --- -------- -----  ------  ---------------- ---------------- ---------------- ---------------- | ------------------------- 
36    S  3D-S       130          K874.953.K2.AT98 A6532.QT6.84.642 QT.AK4.AJT975.73 J9.J872.Q63.KQJ5 | 1D-P-1S-P-2D-P-3D
37    S  3N-N      -200          AQ842.Q75.943.K5 T976.KT94.K865.J K.A83.Q2.AT97642 J53.J62.AJT7.Q83 | 1C-P-1S-P-2C-P-2N-P-3N
38    S  3N-N      -150          AK653.J2.KT42.T7 Q72.AT83.Q975.Q2 8.Q7.AJ6.AK86543 JT94.K9654.83.J9 | 1C-P-1S-P-3C-P-3N
39    S  3N-N       600          T95.K9864.AT.A85 J8642.JT7.7.KT62 AQ.3.KQJ953.Q973 K73.AQ52.8642.J4 | 1D-P-1H-P-2C-P-2N-P-3N
40    S  3D-N       130          KQ96.AT5.JT542.3 T754.Q984.AQ6.T4 2.732.K83.AKQ952 AJ83.KJ6.97.J876 | 1C-P-1D-P-2C-P-2D-P-3D
41    S  2C-S       110          QJT3.J74.87653.A A92.9853.QJT.Q53 K86.AKT.2.KJ9764 754.Q62.AK94.T82 | 1C-P-1D-P-2C
42    S  3C-S      -100          QJ62.Q43.AJT86.J AT74.J75.743.QT9 K.K86.Q2.A865432 9853.AT92.K95.K7 | 1C-P-1D-P-2C-P-2D-P-3C
43    S  4H-N       450          K9532.AKQ97.32.T JT4.J843.KJT.Q74 Q.T52.A64.AKJ982 A876.6.Q9875.653 | 1C-P-1S-P-2C-P-4H
44    S  3C-S       130          K64.AQ542.J93.T5 J953.J76.KQ54.J7 Q8.98.A2.AK98432 AT72.KT3.T876.Q6 | 1C-P-1H-P-2C-P-3C
45    S  3N-S       600          9743.QT83.AKQJT. K52.974.8754.AK5 AT.AJ5.93.QJ9743 QJ86.K62.62.T862 | 1C-P-1D-P-2C-P-2H-P-3N
46    S  3C-S       110          KQT64.865.AQ976. 952.AJ72.K5.8762 A7.Q3.JT8.AQJ954 J83.KT94.432.KT3 | 1C-P-1S-P-2C-P-2D-P-3C
47    S  4D-S       130          A3.KQ52.32.K9752 JT98.J43.KT8.AT4 K4.A98.QJ97654.Q Q7652.T76.A.J863 | 1D-P-1H-P-2D-P-2N-P-3D-P-3N-P-4D
48    S  2C-S       110          J987.8732.AQJ4.J KT3.T965.863.A65 Q6.AK.T95.KQT842 A542.QJ4.K72.973 | 1C-P-1H-P-2C
49    S  2C-S       130          T843.Q74.K97.KT6 KQ75.982.QJ63.85 62.AJT.AT.AJ7432 AJ9.K653.8542.Q9 | 1C-P-1S-P-2C
50    S  3C-S       110          KJT4.J6.KT754.Q5 Q97.A875.A832.T9 A32.Q3.QJ.AJ8763 865.KT942.96.K42 | 1C-P-1D-P-2C-P-3C
51    S  3N-N       -50          T9542.A97.AK62.J QJ6.QJ.QJ53.9732 AK7.865.T.KQ8654 83.KT432.9874.AT | 1C-P-1S-P-2C-P-3N
52    S  3N-S       600          A62.A6432.K874.8 J543.KQ7.963.752 K8.85.QJT.AKJT43 QT97.JT9.A52.Q96 | 1C-P-1H-P-2C-P-2D-P-3N
53    S  2N-N       120          AK5.J9765.964.K4 T642.AQ.J732.T96 987.K3.KT.AQJ753 QJ3.T842.AQ85.82 | 1C-P-1H-P-2C-P-2N
54    S  3N-S       400          QJT6.KT832.KQ5.J A94.J95.T943.Q63 72.AQ.A82.K97542 K853.764.J76.AT8 | 1C-P-1H-P-2C-P-2S-P-3N
55    S  3N-N      -100          AKT62.QT.J952.32 Q9.J9874.KT84.T6 84.62.A3.AKQJ874 J753.AK53.Q76.95 | 1C-P-1S-P-3C-P-3N
56    S  3D-S       -50          T42.JT875..KQJ53 Q987.92.AT7.A842 K6.AK3.KJ96542.7 AJ53.Q64.Q83.T96 | 1D-P-1H-P-3D
57    S  2C-S       -50          A852.8732.K9.KT6 KQ64.KT94.J43.42 J.QJ.QT8765.AQ93 T973.A65.A2.J875 | 1D-P-1H-P-2C
58    S  3N-N       600          AQ84.KJ83..Q9863 J762.QT6.QT98.K5 T5.972.AKJ732.A2 K93.A54.654.JT74 | 1D-P-1H-P-2D-P-3N
59    S  3N-N       400          K763.A2.53.KT843 Q982.K9764.T2.J2 T.QJ.AKQ874.Q975 AJ54.T853.J96.A6 | 1D-P-1S-P-2C-P-3C-P-3D-P-3N
60    S  3N-N      -100          976.K974.K953.QJ T432.Q83.AQT2.32 KQ.A5.J4.AT98654 AJ85.JT62.876.K7 | 1C-P-1H-P-3C-P-3N
61    S  3C-S       130          QJT64.K82.T.K854 A973.9765.QJ7.J7 5.Q3.AK9832.A932 K82.AJT4.654.QT6 | 1D-P-1S-P-2C-P-3C
62    S  3N-S       -50          J96.Q743.AQJT7.4 Q532.KJ9.8542.T3 874.A62.9.AKQJ95 AKT.T85.K63.8762 | 1C-P-1D-P-2C-P-2D-P-3N
63    S  2C-S       110          AJ4.K972.96432.T K853.J65.KQ5.J87 Q7.A4.A7.Q965432 T962.QT83.JT8.AK | 1C-P-1D-P-2C
64    S  3C-S       130          QT98.K73.875.AJ2 A5.J985.JT964.93 K73.AQ2.K.QT7654 J642.T64.AQ32.K8 | 1C-P-1S-P-2C-P-3C
65    S  3D-S       110          KQJ2.Q65.97.Q853 A86.A873.J84.JT4 T9.K94.AK6532.A9 7543.JT2.QT.K762 | 1D-P-1S-P-2D-P-3D
66    S  2D-S       130          J42.Q82.T82.AQT9 KQ86.973.J4.K753 75.A65.AKQ653.J4 AT93.KJT4.97.862 | 1D-P-1N-P-2D
67    S  2C-S       110          AQ943.T543.9.A85 T865.AK9.Q87.JT6 2.Q6.AJT653.KQ72 KJ7.J872.K42.943 | 1D-P-1S-P-2C
68    S  3N-N       600          AQJT5.AT4.9543.J K9862.6532.8.Q98 4.K8.AQJ7.KT7543 73.QJ97.KT62.A62 | 1C-P-1S-P-2C-P-2N-P-3N
69    S  3N-S       600          J85.A9765.KT73.A 963.T8.A965.T874 K42.KJ3.J.KQJ953 AQT7.Q42.Q842.62 | 1C-P-1H-P-2C-P-2D-P-3N
70    S  3D-S       110          32.Q6432.Q95.AKJ KT98.A85.72.T942 QJ7.T9.AKJT43.Q3 A654.KJ7.86.8765 | 1D-P-1H-P-2D-P-3D
71    S  3N-N       600          AKJ.J9843.T63.K2 T972.T75.K4.QT94 84.Q.AQJ975.A765 Q653.AK62.82.J83 | 1D-P-1H-P-2C-P-2N-P-3D-P-3N
72    S  3N-N       400          8653.AQ73.Q742.A J972.864.AJ95.T6 AKQ.J9.T6.K95432 T4.KT52.K83.QJ87 | 1C-P-1H-P-2C-P-3N
73    S  2C-S        90          QJ63.9852.A752.5 K42.AJT7.JT93.T7 A9.Q63.Q6.KQJ964 T875.K4.K84.A832 | 1C-P-1H-P-2C
74    S  3D-S       130          A874.KT3.765.Q52 QJT.Q852.42.AJT8 K92.A6.AQJ983.97 653.J974.KT.K643 | 1D-P-1S-P-2D-P-3D
75    S  2C-S        90          Q942.KT742.Q64.2 KJ.J983.KJT3.J64 AT5.Q.95.AKT9853 8763.A65.A872.Q7 | 1C-P-1H-P-2C
76    S  3C-S       130          KJ842.KQ8.Q9.JT9 A96.J732.J6543.6 Q5.T4.KT8.AK7532 T73.A965.A72.Q84 | 1C-P-1S-P-2C-P-3C
77    S  3N-S      -100          AKJ2.T52.A7432.4 984.Q87.J86.AK87 Q7.KJ4.K5.QJ9532 T653.A963.QT9.T6 | 1C-P-1D-P-2C-P-2S-P-3N
78    S  3N-N       430          KT632.QJ75.A6.Q8 875.AT96.942.652 J.32.KQT873.AKJ7 AQ94.K84.J5.T943 | 1D-P-1S-P-2C-P-2N-P-3N
79    S  3N-N       600          AT.JT876.K982.A5 K9732.Q5.Q74.963 Q8.32.AJ3.KQJT87 J654.AK94.T65.42 | 1C-P-1H-P-2C-P-3N
80    S  2N-S       150          985.AQT9.A7652.4 K63.J754.KT9.762 QJT.862.8.AKQJT9 A742.K3.QJ43.853 | 1C-P-1D-P-2C-P-2D-P-2N
81    S  2N-S       -50          K872.T762.AQ92.Q QJT4.KQ5.J874.63 A53.J9.K6.AJ8742 96.A843.T53.KT95 | 1C-P-1H-P-2C-P-2D-P-2N
82    S  3N-N       600          AJT9.QT64.5.AJ84 K742.K92.J96.K75 3.A8.AKQ843.T962 Q865.J753.T72.Q3 | 1D-P-1H-P-2C-P-3N
83    S  3N-N       400          AK75.9653..AT965 JT862.742.Q75.Q3 Q.KQT.AKT9864.87 943.AJ8.J32.KJ42 | 1D-P-1H-P-3D-P-3N
84    S  3D-S      -100          Q932.KQJ83.85.T3 KT64.752.KQ.Q842 AJ8.T.AJ9732.KJ7 75.A964.T64.A965 | 1D-P-1H-P-2D-P-3D
85    S  2C-S       110          K743.T82.KJ9.986 862.AQ65.T843.A7 AT9.KJ.75.KQ5432 QJ5.9743.AQ62.JT | 1C-P-1S-P-2C
86    S  3N-S       400          QJ76.QT9.AQ732.T K54.K853.JT6.K84 A9.AJ.984.AJ9762 T832.7642.K5.Q53 | 1C-P-1D-P-2C-P-2D-P-3N
87    S  3N-S       600          Q765.AQ762.9.A83 JT4.J93.AT.J9764 K3.K.QJ87432.KQT A982.T854.K65.52 | 1D-P-1H-P-3D-P-3S-P-3N
88    S  2C-S       110          K9643.A763.6.J96 AQ82.QT5.J82.T42 .942.AKT754.AQ87 JT75.KJ8.Q93.K53 | 1D-P-1S-P-2C
89    S  2C-S       130          Q2.K764.J9742.A8 J973.QJT2.A85.72 KT5.8.K6.KQJT643 A864.A953.QT3.95 | 1C-P-1D-P-2C
90    S  3C-S       150          A9432.Q9.AJ62.J3 765.KJ74.Q87.AT6 KQT.A63.3.K97542 J8.T852.KT954.Q8 | 1C-P-1S-P-2C-P-3C
91    S  3N-S       400          QJ652.AJ32.J96.J A93.QT54.A874.53 8.86.KQ5.AKQ9872 KT74.K97.T32.T64 | 1C-P-1S-P-3C-P-3H-P-3N
92    S  3D-S       130          QJ42.8763.Q9.A83 A765.T95.A53.T52 9.KQJ.KJ8642.K74 KT83.A42.T7.QJ96 | 1D-P-1H-P-2D-P-3D
93    S  3C-S       130          Q842.J986.K93.AT T976.KQT.AT6.976 A.A3.8742.KQJ842 KJ53.7542.QJ5.53 | 1C-P-1H-P-2C-P-3C
94    S  2C-S       110          KQT64.T754.A64.4 872.K2.T9873.AT8 A53.J96.K.KQJ632 J9.AQ83.QJ52.975 | 1C-P-1S-P-2C
95    S  2C-S       110          JT53.732.K72.A86 Q982.A654.AT4.74 K7.J8.Q65.KQJ953 A64.KQT9.J983.T2 | 1C-P-1S-P-2C
96    S  3N-S       -50          A975.AQ873.J64.J JT32.KJT2.QT2.75 Q4.64.K83.AK9862 K86.95.A975.QT43 | 1C-P-1H-P-2C-P-2S-P-3N
97    S  3C-S       110          J963.AQ952.JT.Q4 QT8.K83.Q8752.63 K7.J4.A64.AJ9852 A542.T76.K93.KT7 | 1C-P-1H-P-2C-P-3C
98    S  3N-N       600          AJ52.T654.Q.AJT3 98.AQ92.JT83.Q65 K74.KJ.A97642.K8 QT63.873.K5.9742 | 1D-P-1H-P-2D-P-3N
99    S  3C-S       150          KQT96.Q3.KJ3.J86 J852.KJ2.A754.97 A7.AT7.92.KQT542 43.98654.QT86.A3 | 1C-P-1S-P-2C-P-3C
100   S  3N-S      -100          T9654.AKJ72..Q84 AJ2.Q9.T862.KT75 Q3.863.AKJ953.A9 K87.T54.Q74.J632 | 1D-P-1S-P-2D-P-2H-P-3N
101   S  2C-S      -100          AT983.KJ6.9532.5 J72.A432.AJT8.T6 Q54.85.K7.AK9743 K6.QT97.Q64.QJ82 | 1C-P-1S-P-2C
102   S  3N-S       -50          K7542.Q52.AT53.Q Q6.8763.KQ96.T83 A98.A4.J4.AJ7542 JT3.KJT9.872.K96 | 1C-P-1S-P-2C-P-2D-P-3N
103   S  2C-S       130          K93.AT954.J976.7 Q852.K873.Q85.KT A64.6.K3.AQ98532 JT7.QJ2.AT42.J64 | 1C-P-1H-P-2C
104   S  3C-S       150          A875.863.A82.Q83 K96.K972.T765.A5 J4.AJT.K3.KJ7642 QT32.Q54.QJ94.T9 | 1C-P-1S-P-2C-P-3C
105   S  3N-N       400          AQT85.KJ98.T76.Q K7.7432.Q853.532 J2.6.KJ92.AKJT96 9643.AQT5.A4.874 | 1C-P-1S-P-2C-P-2H-P-3C-P-3N
106   S  3C-S       110          KJ987.AT98.J873. A53.K632.Q94.T63 2.Q75.A52.AQJ742 QT64.J4.KT6.K985 | 1C-P-1S-P-2C-P-2D-P-3C
107   S  3D-S       110          Q764.QJT.Q2.K982 832.942.AK6.QJT5 KJ9.AK6.J98754.3 AT5.8753.T3.A764 | 1D-P-1S-P-2D-P-3D
108   S  2C-S       110          J8765.AT97.KT3.6 AQ32.Q6.Q842.732 4.542.AJ7.AQJ984 KT9.KJ83.965.KT5 | 1C-P-1S-P-2C
109   S  2C-S       110          JT52.A943.QJ7.87 A984.752.T82.KQ3 KQ.86.A65.AJT952 763.KQJT.K943.64 | 1C-P-1H-P-2C
110   S  3S-N       170          AQJ94.JT74.T.A94 KT2.K86.952.KT76 653.Q92.AKQ843.J 87.A53.J76.Q8532 | 1D-P-1S-P-2D-P-2H-P-2S-P-3S
111   S  2C-S       110          K83.A9753.954.Q8 J942.Q8.A872.KT5 AT.62.QJT.AJ7632 Q765.KJT4.K63.94 | 1C-P-1H-P-2C
112   S  3D-S       150          K982.98.K72.A764 AT76.6532.T3.KT8 3.AKT.AQ9654.952 QJ54.QJ74.J8.QJ3 | 1D-P-1S-P-2D-P-3D
113   S  3C-S       110          K93.AT653.KT52.8 AQJ7.Q74.976.632 T6.KJ8.J8.AKJ754 8542.92.AQ43.QT9 | 1C-P-1H-P-2C-P-2D-P-3C
114   S  2D-S       130          T972.QJ9.92.AT72 KQ84.T873.J5.K54 6.A64.AKQT64.J96 AJ53.K52.873.Q83 | 1D-P-1S-P-2D
115   S  2C-S       110          J853.AJ94.T632.K AK6.KT32.974.653 97.Q5.AKQ.QJ8742 QT42.876.J85.AT9 | 1C-P-1H-P-2C
116   S  2N-N       120          Q72.AQJT5.9.QT84 KT654.43.87.K732 J.872.AQJT42.AJ9 A983.K96.K653.65 | 1D-P-1H-P-2D-P-2N
117   S  2D-S       110          Q862.A53.A.T9875 JT975.K962.43.K3 K3.Q8.KJT865.A62 A4.JT74.Q972.QJ4 | 1D-P-1S-P-2D
118   S  2C-S       -50          AKQ43.T8764.7.96 J86.J932.AK9.JT3 75.A.QJ6432.KQ87 T92.KQ5.T85.A542 | 1D-P-1S-P-2C
119   S  3N-N       600          AJ53.A3.32.K9762 KT86.J9852.J4.54 Q.Q64.KQ98765.A8 9742.KT7.AT.QJT3 | 1D-P-1S-P-2D-P-3N
120   S  3C-S       170          AK754.J6.AT5.982 Q32.A975.J9763.3 86.KT4.K4.AKJ764 JT9.Q832.Q82.QT5 | 1C-P-1S-P-2C-P-3C
121   S  3N-N       400          AKQ64.Q98.J54.T7 T52.AK75.KT63.43 3.T4.AQ82.AQ9862 J987.J632.97.KJ5 | 1C-P-1S-P-2C-P-3N
122   S  2D-S       110          AK862.742.72.Q75 T73.KJ53.JT3.A94 J.AQ8.AQ9865.T32 Q954.T96.K4.KJ86 | 1D-P-1S-P-2D
123   S  3D-S       110          76543.KJT.T2.A92 T82.AQ62.Q3.Q764 AKQ.98.K98654.J8 J9.7543.AJ7.KT53 | 1D-P-1S-P-2D-P-3D
124   S  4S-N      -100          KJ863.QJT75.A.J5 Q2.K943.7543.874 54.2.KJT9.AKQT63 AT97.A86.Q862.92 | 1C-P-1S-P-2C-P-4H-P-4S
125   S  2D-S        90          Q762.653.3.AQJ83 J83.K87.KQ42.976 AK5.J94.AJ9765.T T94.AQT2.T8.K542 | 1D-P-1S-P-2D
126   S  2D-S       110          642.KQT9.K.QT982 QT85.74.84.A7654 AKJ.AJ3.JT9532.3 973.8652.AQ76.KJ | 1D-P-1H-P-2D
127   S  2N-N       120          KJ3.AJ753.3.QT43 AT54.94.Q742.J72 872.KQ.AT9865.A5 Q96.T862.KJ.K986 | 1D-P-1H-P-2D-P-2N
128   S  3D-N       130          642.KQ98.KQT82.6 J953.732.643.AK7 KQ.54.AJ7.QJT832 AT87.AJT6.95.954 | 1C-P-1D-P-2C-P-2D-P-3D
129   S  3C-S       110          AJT53.A743.QJ42. 42.KT65.K875.QT4 86.QJ8.A.AJ87652 KQ97.92.T963.K93 | 1C-P-1S-P-2C-P-2N-P-3C
130   S  3N-S       600          J865.A63.AKT74.5 AQ97.97.J932.QT8 T32.KJ5.Q.AKJ632 K4.QT842.865.974 | 1C-P-1D-P-2C-P-2S-P-3N
131   S  3N-S       -50          AQ95.832.QJ874.Q J74.AT64.652.JT9 KT6.K9.A3.K86542 832.QJ75.KT9.A73 | 1C-P-1D-P-2C-P-2D-P-2N-P-3N
132   S  2D-S       110          KT92.JT64..A9654 Q8.Q752.6543.KQJ A74.A9.KQT972.87 J653.K83.AJ8.T32 | 1D-P-1H-P-2D
133   S  2D-S       110          82.Q98.J74.AT842 Q965.KT42.65.KJ6 A74.J3.AKQT32.73 KJT3.A765.98.Q95 | 1D-P-1N-P-2D
134   S  2N-S       -50          J7642.AT.K9765.Q KT53.9864.AJ4.97 Q9.KQ7.T8.AJT854 A8.J532.Q32.K632 | 1C-P-1S-P-2C-P-2D-P-2N
135   S  3D-S       130          85.9862.AK4.Q962 KQ97.JT7.86.AT73 A42.AK.JT9753.J5 JT63.Q543.Q2.K84 | 1D-P-1H-P-2D-P-3D
136   S  2H-N       140          QJ943.KJT94.Q.93 K86.A75.J43.Q542 7.632.AKT875.AJ7 AT52.Q8.962.KT86 | 1D-P-1S-P-2D-P-2H
137   S  2C-S       110          542.QT7.AQ985.J5 J973.J843.K43.A7 AK6.92.76.KQ9432 QT8.AK65.JT2.T86 | 1C-P-1D-P-2C
138   S  3C-S       110          KJ87.A3.QT732.82 T654.KJ42.KJ.T53 A2.Q86.85.AQJ764 Q93.T975.A964.K9 | 1C-P-1D-P-2C-P-3C
139   S  2D-S       110          83.AJ753.A.KT986 KT975.94.K62.J53 Q6.QT.QT7543.AQ4 AJ42.K862.J98.72 | 1D-P-1H-P-2D
140   S  5C-S       620          AJ942.A5.T95.KT4 QT.QJ94.KJ32.762 3.T86.AQ4.AQJ953 K8765.K732.876.8 | 1C-P-1S-P-2C-P-5C
141   S  2C-S       110          KQ5.973.KJ985.73 T742.KT64.AT4.Q4 983.AQ2.7.AKT952 AJ6.J85.Q632.J86 | 1C-P-1D-P-2C
142   S  3D-S       110          J98.QJ82.Q7.AT42 QT.AK95.T832.J75 K63.T4.AKJ954.Q3 A7542.763.6.K986 | 1D-P-1H-P-2D-P-3D
143   S  2D-S       110          732.Q872.3.AK632 AJ94.J65.Q72.975 KQ6.AT.KJT984.84 T85.K943.A65.QJT | 1D-P-1H-P-2D
144   S  2D-S       -50          QJ62.K762.6.Q965 KT54.QJ4.T72.KT7 73.AT9.AKQ853.32 A98.853.J94.AJ84 | 1D-P-1H-P-2D
145   S  2C-S        90          9832.AKQ83.854.8 KT64.975.KQJ2.J3 QJ7.2.AT6.AQT975 A5.JT64.973.K642 | 1C-P-1H-P-2C
146   S  3N-N       630          A5.AQJ43.T9852.6 QJ92.7652.KQ3.Q3 K64.8.A7.AKT9542 T873.KT9.J64.J87 | 1C-P-1H-P-3C-P-3N
147   S  2C-S        90          KQ73.Q83.J9732.5 T98.K962.AQ.T876 A4.T54.85.AKQ943 J652.AJ7.KT64.J2 | 1C-P-1D-P-2C
148   S  3N-S      -200          KJT72.T92.KQ542. A643.K87.96.JT93 Q.AJ6.AJ8.Q87542 985.Q543.T73.AK6 | 1C-P-1S-P-2C-P-2D-P-3N
149   S  2D-S        90          Q9852.J982..AT86 J63.KQ3.JT5.QJ75 A74.A6.AQ9863.92 KT.T754.K742.K43 | 1D-P-1S-P-2D
150   S  3D-S       130          T964.A93.J8.AJ52 KQ83.QJ6.T64.943 A.T74.AK9753.KT7 J752.K852.Q2.Q86 | 1D-P-1S-P-2D-P-3D
151   S  3D-S       130          AKJ95.953.73.K53 743.T764.A4.AQT4 2.KQJ.KQJT986.97 QT86.A82.52.J862 | 1D-P-1S-P-2D-P-2N-P-3D
152   S  2C-S       -50          K82.K7652.JT64.8 A93.J983.953.KQT T74.AT.AQ.A97654 QJ65.Q4.K872.J32 | 1C-P-1H-P-2C
153   S  3C-S       130          QJ7.T62.AK94.T63 A953.753.8752.A9 K64.KJ8.3.KQJ742 T82.AQ94.QJT6.85 | 1C-P-1D-P-2C-P-3C
154   S  3C-S       130          T8.AKT63.A742.92 AKQ.987.J85.T754 J65.J5.KQ.KQJ863 97432.Q42.T963.A | 1C-P-1H-P-2C-P-3C
155   S  3D-S       110          J532.AJ63.T4.K95 Q974.KT84.K8.Q32 KT6.Q2.AJ7653.AT A8.975.Q92.J8764 | 1D-P-1H-P-2D-P-3D
156   S  2D-S       130          T876.KJT8.Q9.A84 Q52.Q965.754.K96 A3.42.AKJ632.QT2 KJ94.A73.T8.J753 | 1D-P-1H-P-2D
157   S  3N-N       600          K8762.AJ5.A965.4 QJ94.T763.Q43.K7 A5.Q82.72.AQJ653 T3.K94.KJT8.T982 | 1C-P-1S-P-2C-P-3N
